Issued Date,Account id,Billing Name,Bill to address,Billing City,Billing State,Billing Zip,Customer,Default Sales Rep,Product ID,Product,Sales order Number,So status,Sales Rep,Sales Order Custom Field 1,Sales Order Custom Field 2,So c3,Sales Order Custom Field 4,Sales Order Custom Field 5,So c6,SO ID,SO Item ID,SO Item Product Number,Product description,Soitem desc,SO Item Type,BOL,Carrier name,Ship status,SO Number,Status ID,Sales man initials,Company name,Qty fulfilled,Last Unit Price,So ct,Unit Price,Total Price,Total cost,Sales Order Line Item
01-05-2026,2046,Unio Enterprises LLC,5804 W FRANKLIN RD,Boise,Idaho,83709,Unio Enterprises LLC,Ben Wallner,11,Shipping,10090,Fulfilled,BenW,,,,,,,25186,76741,Shipping,Shipping,Shipping Tracking: WILL CALL,Shipping,229685,Will Call,Shipped,10090,30,BW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-05-2026,1676,Pluto's Smoke Shop | ND,1440 S Washington St,Grand Forks,North Dakota,58201,Pluto's Smoke Shop | ND,,207,KB-3000,10079,Fulfilled,BrandonG,,,,,,,25172,76205,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229432,UPS,Shipped,10079,30,BG,CWL Brands,5.00,$60.0000,1.00,$60.00,$300.00,$26.22,1.00
01-05-2026,1676,Pluto's Smoke Shop | ND,1440 S Washington St,Grand Forks,North Dakota,58201,Pluto's Smoke Shop | ND,,11,Shipping,10079,Fulfilled,BrandonG,,,,,,,25172,76206,Shipping,Shipping,Shipping,Shipping,229432,UPS,Shipped,10079,30,BG,CWL Brands,1.00,$0.0000,1.00,$15.00,$15.00,$0.05,2.00
01-05-2026,1676,Pluto's Smoke Shop | ND,1440 S Washington St,Grand Forks,North Dakota,58201,Pluto's Smoke Shop | ND,,74,CC Processing,10079,Fulfilled,BrandonG,,,,,,,25172,76238,CC Processing,Credit Card Processing Fee,Credit Card Processing Fee,Sale,229432,UPS,Shipped,10079,30,BG,CWL Brands,1.00,$0.0000,1.00,$9.45,$9.45,$0.00,3.00
01-05-2026,1676,Pluto's Smoke Shop | ND,1440 S Washington St,Grand Forks,North Dakota,58201,Pluto's Smoke Shop | ND,,11,Shipping,10079,Fulfilled,BrandonG,,,,,,,25172,76329,Shipping,Shipping,Shipping Tracking: 1Z90V7160315860479,Shipping,229432,UPS,Shipped,10079,30,BG,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,4.00
01-05-2026,730,Mile High Botanicals,"1540 S Holly St, Unit #5",Denver,Colorado,80222,Mile High Botanicals,,206,KB-4000,10082,Fulfilled,BrandonG,,,,,,,25176,76221,KB-4000,Focus MC12,Focus MC12,Sale,229326,UPS,Shipped,10082,30,BG,CWL Brands,2.00,$576.0000,1.00,$720.00,"$1,440.00",$444.89,1.00
01-05-2026,730,Mile High Botanicals,"1540 S Holly St, Unit #5",Denver,Colorado,80222,Mile High Botanicals,,11,Shipping,10082,Fulfilled,BrandonG,,,,,,,25176,76268,Shipping,Shipping,Shipping Tracking: 1Z90V7160310210608,Shipping,229326,UPS,Shipped,10082,30,BG,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-05-2026,1022,iCloud Vape and Smoke | Casper,"ATTN: Mason, 4070 Plaza Dr",Casper,Wyoming,82604,iCloud Vape and Smoke | Casper,,206,KB-4000,10081,Fulfilled,BrandonG,,,,,,,25175,76219,KB-4000,Focus MC12,Focus MC12,Sale,229203,UPS,Shipped,10081,30,BG,CWL Brands,2.00,$576.0000,1.00,$684.00,"$1,368.00",$458.37,1.00
01-05-2026,1022,iCloud Vape and Smoke | Casper,"ATTN: Mason, 4070 Plaza Dr",Casper,Wyoming,82604,iCloud Vape and Smoke | Casper,,74,CC Processing,10081,Fulfilled,BrandonG,,,,,,,25175,76220,CC Processing,Credit Card Processing Fee,Credit Card Processing Fee,Sale,229203,UPS,Shipped,10081,30,BG,CWL Brands,1.00,$0.0000,1.00,$41.04,$41.04,$0.00,2.00
01-05-2026,1022,iCloud Vape and Smoke | Casper,"ATTN: Mason, 4070 Plaza Dr",Casper,Wyoming,82604,iCloud Vape and Smoke | Casper,,11,Shipping,10081,Fulfilled,BrandonG,,,,,,,25175,76237,Shipping,Shipping,Shipping Tracking: 1Z90V7160300440941,Shipping,229203,UPS,Shipped,10081,30,BG,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-05-2026,1644,New Smoke Shop,1 Coppland St,Quincy,Massachusetts,2169,New Smoke Shop,,207,KB-3000,10076,Fulfilled,DerekW,,,,,,,25169,76188,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229258,UPS,Shipped,10076,30,DW,CWL Brands,4.00,$60.0000,1.00,$60.00,$240.00,$20.98,1.00
01-05-2026,1644,New Smoke Shop,1 Coppland St,Quincy,Massachusetts,2169,New Smoke Shop,,11,Shipping,10076,Fulfilled,DerekW,,,,,,,25169,76191,Shipping,Shipping,Shipping,Shipping,229258,UPS,Shipped,10076,30,DW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.05,2.00
01-05-2026,1644,New Smoke Shop,1 Coppland St,Quincy,Massachusetts,2169,New Smoke Shop,,11,Shipping,10076,Fulfilled,DerekW,,,,,,,25169,76266,Shipping,Shipping,Shipping Tracking: 1Z90V7160338375915,Shipping,229258,UPS,Shipped,10076,30,DW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-05-2026,1235,pittsburgh wholesale,1810 parkway view dr,pittsburgh,Pennsylvania,15205,pittsburgh wholesale,,174,KB-038,10120,Fulfilled,DerekW,,,,,,,25215,76343,KB-038,"Acrylic Kit- Black( 4 FF, 2 Zoom, 1 Mango, 1 RR)","Acrylic Kit- Black( 4 FF, 2 Zoom, 1 Mango, 1 RR)",Sale,229715,UPS,Shipped,10120,30,DW,CWL Brands,1.00,$0.0000,1.00,$299.00,$299.00,$107.10,1.00
01-05-2026,1235,pittsburgh wholesale,1810 parkway view dr,pittsburgh,Pennsylvania,15205,pittsburgh wholesale,,11,Shipping,10120,Fulfilled,DerekW,,,,,,,25215,76398,Shipping,Shipping,Shipping Tracking: 1Z90V7160334184110,Shipping,229715,UPS,Shipped,10120,30,DW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-05-2026,450,Canal Smoke,342 Canal St,New York,New York,10013,Canal Smoke Shop,,206,KB-4000,10089,Fulfilled,DerekW,,,,,,,25185,76263,KB-4000,Focus MC12,Focus MC12,Sale,229319,UPS,Shipped,10089,30,DW,CWL Brands,1.00,$576.0000,1.00,$720.00,$720.00,$222.45,1.00
01-05-2026,450,Canal Smoke,342 Canal St,New York,New York,10013,Canal Smoke Shop,,11,Shipping,10089,Fulfilled,DerekW,,,,,,,25185,76264,Shipping,Shipping,Shipping,Shipping,229319,UPS,Shipped,10089,30,DW,CWL Brands,1.00,$0.0000,1.00,$25.00,$25.00,$0.05,2.00
01-05-2026,450,Canal Smoke,342 Canal St,New York,New York,10013,Canal Smoke Shop,,11,Shipping,10089,Fulfilled,DerekW,,,,,,,25185,76269,Shipping,Shipping,Shipping Tracking: 1Z90V7160302287426,Shipping,229319,UPS,Shipped,10089,30,DW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-05-2026,1155,Tacony,4901 Levick Street,philadelphia,Pennsylvania,19135,Tacony,,206,KB-4000,10118,Fulfilled,DerekW,,,,,,,25213,76327,KB-4000,Focus MC12,Focus MC12,Sale,229722,Saia,Shipped,10118,30,DW,CWL Brands,112.00,$576.0000,1.00,$576.00,"$64,512.00","$25,464.16",1.00
01-05-2026,1155,Tacony,4901 Levick Street,philadelphia,Pennsylvania,19135,Tacony,,11,Shipping,10118,Fulfilled,DerekW,,,,,,,25213,76328,Shipping,Shipping,Shipping,Shipping,229722,Saia,Shipped,10118,30,DW,CWL Brands,1.00,$0.0000,1.00,$400.00,$400.00,$0.05,2.00
01-05-2026,1155,Tacony,4901 Levick Street,philadelphia,Pennsylvania,19135,Tacony,,11,Shipping,10118,Fulfilled,DerekW,,,,,,,25213,76488,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121490800,Shipping,229722,Saia,Shipped,10118,30,DW,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-05-2026,1575,Cigarville Inc,51 W 14th St,New York,New York,10011,Cigarville Inc,,206,KB-4000,10106,Fulfilled,DerekW,,,,,,,25201,76305,KB-4000,Focus MC12,Focus MC12,Credit Return,,,,,0,DW,CWL Brands,1.00,$576.0000,1.00,-$720.00,-$720.00,-$219.73,1.00
01-05-2026,1966,White Cloud- Post Falls,6290 W Seltice Way Suite 105,Post Falls,Idaho,83854,White Cloud- Post Falls,Jared Leuzinger,206,KB-4000,10092,Fulfilled,Jared,,,,,,,25187,76270,KB-4000,Focus MC12,Focus MC12,Sale,229333,UPS,Shipped,10092,30,JL,CWL Brands,30.00,$576.0000,1.00,$612.00,"$18,360.00","$6,591.95",1.00
01-05-2026,1966,White Cloud- Post Falls,6290 W Seltice Way Suite 105,Post Falls,Idaho,83854,White Cloud- Post Falls,Jared Leuzinger,11,Shipping,10092,Fulfilled,Jared,,,,,,,25187,76271,Shipping,Shipping,Shipping,Shipping,229333,UPS,Shipped,10092,30,JL,CWL Brands,1.00,$0.0000,1.00,$228.00,$228.00,$0.05,2.00
01-05-2026,1966,White Cloud- Post Falls,6290 W Seltice Way Suite 105,Post Falls,Idaho,83854,White Cloud- Post Falls,Jared Leuzinger,199,Acrylic-007,10092,Fulfilled,Jared,,,,,,,25187,76272,Acrylic-007,4-Tier Acrylic Focus+Flow Topper-  Empty White,4-Tier Acrylic Focus+Flow Topper-  Empty White,Sale,229333,UPS,Shipped,10092,30,JL,CWL Brands,3.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-05-2026,1966,White Cloud- Post Falls,6290 W Seltice Way Suite 105,Post Falls,Idaho,83854,White Cloud- Post Falls,Jared Leuzinger,11,Shipping,10092,Fulfilled,Jared,,,,,,,25187,76319,Shipping,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121451970,Shipping,229333,UPS,Shipped,10092,30,JL,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,4.00
01-05-2026,864,WILD SIDE PORTLAND-PT (ME),102 Portland St,Portland,Maine,4101,WILD SIDE PORTLAND-PT (ME),,196,KB-3002,10085,Fulfilled,admin,,,,,,,25179,76242,KB-3002,Zoom 12PK,Zoom 12PK,Sale,229272,UPS,Shipped,10085,30,ADM,CWL Brands,4.00,$42.0000,2.00,$42.00,$168.00,$64.92,2.00
01-05-2026,864,WILD SIDE PORTLAND-PT (ME),102 Portland St,Portland,Maine,4101,WILD SIDE PORTLAND-PT (ME),,206,KB-4000,10085,Fulfilled,admin,,,,,,,25179,76243,KB-4000,Focus MC12,Focus MC12,Sale,229272,UPS,Shipped,10085,30,ADM,CWL Brands,2.00,$576.0000,2.00,$669.60,"$1,339.20",$444.89,4.00
01-05-2026,864,WILD SIDE PORTLAND-PT (ME),102 Portland St,Portland,Maine,4101,WILD SIDE PORTLAND-PT (ME),,207,KB-3000,10085,Fulfilled,admin,,,,,,,25179,76244,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229272,UPS,Shipped,10085,30,ADM,CWL Brands,6.00,$60.0000,2.00,$55.80,$334.80,$31.47,6.00
01-05-2026,864,WILD SIDE PORTLAND-PT (ME),102 Portland St,Portland,Maine,4101,WILD SIDE PORTLAND-PT (ME),,11,Shipping,10085,Fulfilled,admin,,,,,,,25179,76250,Shipping,Shipping,Shipping Tracking: 1Z90V7160322321494,Shipping,229272,UPS,Shipped,10085,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,8.00
01-05-2026,1024,WILD SIDE GAINESVILLE-GV2 (FL),1029 W. University Ave,Gainesville,Florida,32601,WILD SIDE GAINESVILLE-GV2 (FL),,207,KB-3000,10114,Fulfilled,admin,,,,,,,25208,76317,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229524,UPS,Shipped,10114,30,ADM,CWL Brands,14.00,$60.0000,2.00,$55.80,$781.20,$73.42,2.00
01-05-2026,1024,WILD SIDE GAINESVILLE-GV2 (FL),1029 W. University Ave,Gainesville,Florida,32601,WILD SIDE GAINESVILLE-GV2 (FL),,11,Shipping,10114,Fulfilled,admin,,,,,,,25208,76333,Shipping,Shipping,Shipping Tracking: 1Z90V7160321239979,Shipping,229524,UPS,Shipped,10114,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,979,SMOKE RINGS GARNER-RA2 (NC),106 Bratton Dr Suite 4,Garner,North Carolina,27529,SMOKE RINGS GARNER-RA2 (NC),,207,KB-3000,10096,Fulfilled,admin,,,,,,,25190,76278,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229364,UPS,Shipped,10096,30,ADM,CWL Brands,20.00,$60.0000,2.00,$55.80,"$1,116.00",$104.89,2.00
01-05-2026,979,SMOKE RINGS GARNER-RA2 (NC),106 Bratton Dr Suite 4,Garner,North Carolina,27529,SMOKE RINGS GARNER-RA2 (NC),,11,Shipping,10096,Fulfilled,admin,,,,,,,25190,76282,Shipping,Shipping,Shipping Tracking: 1Z90V7160320779138,Shipping,229364,UPS,Shipped,10096,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,862,SMOKE RINGS WINSTON SALEM-WS (NC),1106 Burke St,Winston-Salem,North Carolina,27101,SMOKE RINGS WINSTON SALEM-WS (NC),,206,KB-4000,10094,Fulfilled,admin,,,,,,,25188,76274,KB-4000,Focus MC12,Focus MC12,Sale,229340,UPS,Shipped,10094,30,ADM,CWL Brands,2.00,$576.0000,2.00,$669.60,"$1,339.20",$444.89,2.00
01-05-2026,862,SMOKE RINGS WINSTON SALEM-WS (NC),1106 Burke St,Winston-Salem,North Carolina,27101,SMOKE RINGS WINSTON SALEM-WS (NC),,207,KB-3000,10094,Fulfilled,admin,,,,,,,25188,76275,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229340,UPS,Shipped,10094,30,ADM,CWL Brands,16.00,$60.0000,2.00,$55.80,$892.80,$83.91,4.00
01-05-2026,862,SMOKE RINGS WINSTON SALEM-WS (NC),1106 Burke St,Winston-Salem,North Carolina,27101,SMOKE RINGS WINSTON SALEM-WS (NC),,11,Shipping,10094,Fulfilled,admin,,,,,,,25188,76285,Shipping,Shipping,Shipping Tracking: 1Z90V7160333421543,Shipping,229340,UPS,Shipped,10094,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,6.00
01-05-2026,869,WILD SIDE WEST LAFAYETTE-LF (IN),111 S River Rd Suite C,West Lafayette,Indiana,47906,WILD SIDE WEST LAFAYETTE-LF (IN),,193,KB-3001,10084,Fulfilled,admin,,,,,,,25178,76235,KB-3001,Release + Relax 12pk,Release + Relax 12pk,Sale,229227,UPS,Shipped,10084,30,ADM,CWL Brands,6.00,$60.0000,2.00,$55.80,$334.80,$99.00,2.00
01-05-2026,869,WILD SIDE WEST LAFAYETTE-LF (IN),111 S River Rd Suite C,West Lafayette,Indiana,47906,WILD SIDE WEST LAFAYETTE-LF (IN),,11,Shipping,10084,Fulfilled,admin,,,,,,,25178,76239,Shipping,Shipping,Shipping Tracking: 1Z90V7160329863879,Shipping,229227,UPS,Shipped,10084,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,854,WILD SIDE CONWAY-CW (SC),"1194 Highway 544 , Unit 3",Conway,South Carolina,29526,WILD SIDE CONWAY-CW (SC),,207,KB-3000,10113,Fulfilled,admin,,,,,,,25207,76316,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229517,UPS,Shipped,10113,30,ADM,CWL Brands,12.00,$60.0000,2.00,$55.80,$669.60,$62.94,2.00
01-05-2026,854,WILD SIDE CONWAY-CW (SC),"1194 Highway 544 , Unit 3",Conway,South Carolina,29526,WILD SIDE CONWAY-CW (SC),,11,Shipping,10113,Fulfilled,admin,,,,,,,25207,76339,Shipping,Shipping,Shipping Tracking: 1Z90V7160323348026,Shipping,229517,UPS,Shipped,10113,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,860,SMOKE RINGS WILMINGTON-WT (NC),1207 S Kerr Ave,Wilmington,North Carolina,28403,SMOKE RINGS WILMINGTON-WT (NC),,206,KB-4000,10095,Fulfilled,admin,,,,,,,25189,76276,KB-4000,Focus MC12,Focus MC12,Sale,229357,UPS,Shipped,10095,30,ADM,CWL Brands,2.00,$576.0000,2.00,$669.60,"$1,339.20",$444.89,2.00
01-05-2026,860,SMOKE RINGS WILMINGTON-WT (NC),1207 S Kerr Ave,Wilmington,North Carolina,28403,SMOKE RINGS WILMINGTON-WT (NC),,207,KB-3000,10095,Fulfilled,admin,,,,,,,25189,76277,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229357,UPS,Shipped,10095,30,ADM,CWL Brands,6.00,$60.0000,2.00,$55.80,$334.80,$31.47,4.00
01-05-2026,860,SMOKE RINGS WILMINGTON-WT (NC),1207 S Kerr Ave,Wilmington,North Carolina,28403,SMOKE RINGS WILMINGTON-WT (NC),,11,Shipping,10095,Fulfilled,admin,,,,,,,25189,76284,Shipping,Shipping,Shipping Tracking: 1Z90V7160306727630,Shipping,229357,UPS,Shipped,10095,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,6.00
01-05-2026,863,WILD SIDE MANCHESTER-MC1 (NH),1350 Elm St,Manchester,New Hampshire,3101,WILD SIDE MANCHESTER-MC1 (NH),,206,KB-4000,10110,Fulfilled,admin,,,,,,,25205,76311,KB-4000,Focus MC12,Focus MC12,Sale,229494,UPS,Shipped,10110,30,ADM,CWL Brands,2.00,$576.0000,2.00,$669.60,"$1,339.20",$433.67,2.00
01-05-2026,863,WILD SIDE MANCHESTER-MC1 (NH),1350 Elm St,Manchester,New Hampshire,3101,WILD SIDE MANCHESTER-MC1 (NH),,11,Shipping,10110,Fulfilled,admin,,,,,,,25205,76340,Shipping,Shipping,Shipping Tracking: 1Z90V7160314663756,Shipping,229494,UPS,Shipped,10110,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,1068,SMOKE RINGS CHAPEL HILL-CH2 (NC),1728 Fordham Blvd Suite 147,Chapel Hill,North Carolina,27517,SMOKE RINGS CHAPEL HILL-CH2 (NC),,196,KB-3002,10098,Fulfilled,admin,,,,,,,25192,76280,KB-3002,Zoom 12PK,Zoom 12PK,Sale,229401,UPS,Shipped,10098,30,ADM,CWL Brands,10.00,$42.0000,2.00,$42.00,$420.00,$162.30,2.00
01-05-2026,1068,SMOKE RINGS CHAPEL HILL-CH2 (NC),1728 Fordham Blvd Suite 147,Chapel Hill,North Carolina,27517,SMOKE RINGS CHAPEL HILL-CH2 (NC),,11,Shipping,10098,Fulfilled,admin,,,,,,,25192,76292,Shipping,Shipping,Shipping Tracking: 1Z90V7160309463464,Shipping,229401,UPS,Shipped,10098,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,948,WILD SIDE SIMI VALLEY-SIMI (CA),"1750 E Los Angeles Ave 
Suite D",Simi Valley,California,93065,WILD SIDE SIMI VALLEY-SIMI (CA),,206,KB-4000,10078,Fulfilled,admin,,,,,,,25171,76201,KB-4000,Focus MC12,Focus MC12,Sale,229197,UPS,Shipped,10078,30,ADM,CWL Brands,2.00,$576.0000,2.00,$669.60,"$1,339.20",$458.37,2.00
01-05-2026,948,WILD SIDE SIMI VALLEY-SIMI (CA),"1750 E Los Angeles Ave 
Suite D",Simi Valley,California,93065,WILD SIDE SIMI VALLEY-SIMI (CA),,11,Shipping,10078,Fulfilled,admin,,,,,,,25171,76232,Shipping,Shipping,Shipping Tracking: 1Z90V7160313659530,Shipping,229197,UPS,Shipped,10078,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,1418,Viable Alternatives - Nampa,203 Caldwell Blvd,Nampa,Idaho,83651,Viable Alternatives - Nampa,,206,KB-4000,10102,Fulfilled,admin,,,,,,,25197,76299,KB-4000,Focus MC12,Focus MC12,Sale,229449,Will Call,Shipped,10102,30,ADM,CWL Brands,3.00,$576.0000,1.00,$684.00,"$2,052.00",$669.45,1.00
01-05-2026,1418,Viable Alternatives - Nampa,203 Caldwell Blvd,Nampa,Idaho,83651,Viable Alternatives - Nampa,,11,Shipping,10102,Fulfilled,admin,,,,,,,25197,76676,Shipping,Shipping,Shipping Tracking: WILL CALL,Shipping,229449,Will Call,Shipped,10102,30,ADM,CWL Brands,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-05-2026,861,SMOKE ZONE ENFIELD-EN (CT),25 Enfield St,Enfield,Connecticut,6082,SMOKE ZONE ENFIELD-EN (CT),,206,KB-4000,10108,Fulfilled,admin,,,,,,,25203,76308,KB-4000,Focus MC12,Focus MC12,Sale,229487,UPS,Shipped,10108,30,ADM,CWL Brands,6.00,$576.0000,2.00,$669.60,"$4,017.60","$1,301.01",2.00
01-05-2026,861,SMOKE ZONE ENFIELD-EN (CT),25 Enfield St,Enfield,Connecticut,6082,SMOKE ZONE ENFIELD-EN (CT),,11,Shipping,10108,Fulfilled,admin,,,,,,,25203,76338,Shipping,Shipping,Shipping Tracking: 1Z90V7160336001590,Shipping,229487,UPS,Shipped,10108,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,985,SMOKE RINGS GREENSBORO-GB2 (NC),2511 Battleground Ave Unit C,Greensboro,North Carolina,27408,SMOKE RINGS GREENSBORO-GB2 (NC),,207,KB-3000,10097,Fulfilled,admin,,,,,,,25191,76279,KB-3000,Focus+Flow 12PK,Focus+Flow 12PK,Sale,229371,UPS,Shipped,10097,30,ADM,CWL Brands,10.00,$60.0000,2.00,$55.80,$558.00,$52.45,2.00
01-05-2026,985,SMOKE RINGS GREENSBORO-GB2 (NC),2511 Battleground Ave Unit C,Greensboro,North Carolina,27408,SMOKE RINGS GREENSBORO-GB2 (NC),,11,Shipping,10097,Fulfilled,admin,,,,,,,25191,76286,Shipping,Shipping,Shipping Tracking: 1Z90V7160336307966,Shipping,229371,UPS,Shipped,10097,30,ADM,CWL Brands,2.00,$0.0000,2.00,$0.00,$0.00,$0.00,4.00
01-05-2026,1003,WILD SIDE VENTURA-JOHNSON (CA),2850 Johnson Dr Suite C,Ventura,California,93003,WILD SIDE VENTURA-JOHNSON (CA),,206,KB-4000,10105,Fulfilled,admin,,,,,,,25200,76304,KB-4000,Focus MC12,Focus MC12,Sale,229463,UPS,Shipped,10105,30,ADM,CWL Brands,6.00,$576.0000,2.00,$669.60,"$4,017.60","$1,301.01",2.00
